URL,MobileURL,Date,Title,The specified phrase is too short.,Parentheses may only be used around OR'd statements.
https://www.searchenginejournal.com/boost-ecommerce-sales-twitter/245609/,https://www.searchenginejournal.com/boost-ecommerce-sales-twitter/245609/amp/,2018-04-17 16:45:00,11 Ways to Skyrocket Your Ecommerce Sales on Twitter,,
https://www.techmeme.com/180417/p6,,2018-04-17 09:15:00,"Techmeme : Investors , bankers , and analysts say they expect a wave of IPOs from some of the most highly valued and recognizable start - ups over the next 18 to 24 months ( Jack Nicas / New York Times ) ",,
https://www.globalvillagespace.com/deepika-rajawat-the-lone-fighter-standing-firm-against-hindutva-in-asifa-banos-case/,,2018-04-19 12:15:00,Deepika Rajawat : The lone fighter standing firm against Hindutva in Asifa Bano case,,
http://www.conference-news.co.uk/index.php/blogs/meeting-martin-time-drop-social-media-notyet,,2018-04-17 23:45:00,Meeting Martin : time to drop social media ? # NotYet,,
http://www.conference-news.co.uk/blogs/meeting-martin-time-drop-social-media-notyet,,2018-04-17 19:45:00,Meeting Martin : time to drop social media ? # NotYet,,
https://www.euractiv.com/section/defence-and-security/news/putin-predicts-global-chaos-if-west-hits-syria-again/,,2018-04-16 06:45:00,Putin predicts global ‘ chaos if West hits Syria again – EURACTIV . com,,
http://www.business-standard.com/article/pf/who-gets-your-facebook-twitter-when-you-re-gone-you-can-bequeath-by-will-118041500635_1.html,http://wap.business-standard.com/article-amp/pf/who-gets-your-facebook-twitter-when-you-re-gone-you-can-bequeath-by-will-118041500635_1.html,2018-04-15 17:00:00,"Who gets your Facebook , Twitter when youre gone ? You can bequeath by will",,
http://allafrica.com/stories/201804160285.html,,2018-04-16 09:15:00,Africa : The Hashtag Revolution Gaining Ground,,
http://www.euronews.com/2018/04/12/tanzania-cyber-law-introduces-900-fees-for-bloggers-compulsory-passwords,/amp/2018/04/12/tanzania-cyber-law-introduces-900-fees-for-bloggers-compulsory-passwords,2018-04-16 11:00:00,"Tanzania cyber law introduces $900 fees for bloggers , compulsory passwords",,
http://www.euronews.com/2018/04/17/uk-us-and-australia-blame-russia-for-global-cyber-attack,/amp/2018/04/17/uk-us-and-australia-blame-russia-for-global-cyber-attack,2018-04-17 10:15:00,"UK , US , and Australia blame Russia for global cyber attack",,
http://www.euronews.com/2018/04/14/uk-could-launch-retaliatory-cyber-attack-on-russia-if-infrastructure-targeted-sunday-times,,2018-04-15 02:30:00,UK could launch retaliatory cyber attack on Russia if infrastructure targeted - Sunday Times,,
http://ru.euronews.com/2018/04/17/usa-britain-cyber-kremlin,/amp/2018/04/17/usa-britain-cyber-kremlin,2018-04-17 19:00:00,Кремль не реагирует,,
https://www.techmeme.com/180416/p20,,2018-04-16 19:00:00,"Techmeme : Profile of Dan Scavino , The White House social media director and the only man that Trump trusts with his Twitter account ( Robert Draper / New York Times ) ",,
http://www.euronews.com/2018/04/17/germany-examines-cases-resembling-us-uk-warnings-on-russia-cyber-attacks,,2018-04-17 15:30:00,"Germany examines cases resembling US , united kingdom warnings on Russia cyber attacks",,
http://hu.euronews.com/2018/04/16/orosz-kibertamadastol-tartanak-a-brit-lapok,/amp/2018/04/16/orosz-kibertamadastol-tartanak-a-brit-lapok,2018-04-16 18:00:00,Orosz kibertámadástól tartanak a brit lapok,,
http://www.euronews.com/2018/04/16/us-uk-charge-russian-backed-hackers-of-global-cyber-espionage-campaign,,2018-04-16 19:00:00,"U . S ., united kingdom charge Russian - backed hackers of global cyber espionage campaign",,
http://www.euronews.com/2018/04/15/germany-says-it-has-to-assume-russia-behind-recent-cyber-attack,,2018-04-15 19:15:00,Germany says it has to assume Russia behind recent cyber attack,,
https://www.memeorandum.com/180414/p7,,2018-04-15 05:00:00,memeorandum : Damascus defiant as U . S . strikes prove more limited than feared ( Washington Post ) ,,
http://www.euronews.com/2018/04/16/pubs-group-jd-wetherspoon-drops-social-media-in-protest,,2018-04-16 11:00:00,Pubs group JD Wetherspoon drops social media in protest,,
http://www.euronews.com/2018/04/17/canada-makes-cuba-posting-solitary-one-diplomats-n866531,,2018-04-17 03:15:00,Canada bars diplomats from bringing family to Cuba,,
https://blog.hotwhopper.com/2014/09/,,2018-04-17 05:45:00,September 2014,,
http://www.euronews.com/2018/04/15/boiled-frog-syndrome-germanys-china-problem,,2018-04-15 10:15:00,  Boiled frog syndrome  - Germany China problem,,
http://de.euronews.com/2018/04/16/syrien-schlag-racht-sich-moskau-mit-cyber-attacken-,,2018-04-16 19:15:00,Syrien - Schlag : Rächt sich Moskau mit Cyber - Attacken ? ,,
https://www.welt.de/politik/ausland/live175366119/Theresa-May-Haben-uns-nicht-auf-Geheiss-von-Trump-an-Militaerschlag-beteiligt-Syrien-Liveticker.html,https://amp.welt.de/amp/politik/ausland/live175366119/Theresa-May-Haben-uns-nicht-auf-Geheiss-von-Trump-an-Militaerschlag-beteiligt-Syrien-Liveticker.html,2018-04-17 07:30:00,Theresa May : Haben uns nicht auf Geheiß von Trump an Militärschlag beteiligt - Syrien - Liveticker,,
https://www.techmeme.com/180417/p6,,2018-04-17 09:15:00,"Techmeme : Investors , bankers , and analysts say they expect a wave of IPOs from some of the most highly valued and recognizable start - ups over the next 18 to 24 months ( Jack Nicas / New York Times ) ",,
